ym,tmean,tmax,tmin,rh,precip,n_tmean,n_rh,n_precip,days_expected,days_missing,longest_gap,n_calibrated,wmo_valid,dtr,year,month
2019-05-01,9.839848559868022,16.638709677419353,2.6193548387096777,59.193333333333335,19.0,31,30,31,31,0,0,1,True,14.019354838709676,2019,5
2019-06-01,8.644925221714375,15.646666666666667,0.7333333333333333,53.94827586206897,2.2,30,29,30,30,0,0,1,True,14.913333333333334,2019,6
2019-07-01,8.212903225806452,15.0,0.49677419354838703,53.89354838709678,7.6,31,31,30,31,0,0,0,True,14.503225806451614,2019,7
2019-08-01,9.341935483870968,16.148387096774194,1.2516129032258065,49.92580645161291,0.0,31,31,31,31,0,0,0,True,14.896774193548387,2019,8
2019-09-01,11.289779111687446,17.386666666666667,4.593333333333334,58.01428571428572,12.6,30,28,29,30,0,0,2,True,12.793333333333333,2019,9
2019-10-01,11.904684377341189,17.458064516129035,4.741935483870968,59.88928571428572,39.900000000000006,31,28,31,31,0,0,3,True,12.716129032258067,2019,10
2019-11-01,11.819084640024222,17.053333333333335,5.820689655172414,,92.5,29,21,29,30,1,1,8,True,11.23264367816092,2019,11
2019-12-01,12.526052248485655,17.651612903225807,6.838709677419355,,81.5,31,20,30,31,0,0,11,True,10.812903225806451,2019,12
2020-01-01,12.055869754800764,16.67096774193548,6.974193548387096,,122.0,31,24,31,31,0,0,7,True,9.696774193548386,2020,1
2020-02-01,11.947519903589972,16.275862068965516,7.217241379310345,,170.3,29,23,29,29,0,0,6,True,9.058620689655172,2020,2
2020-03-01,,,,,,17,16,16,31,14,14,1,False,,2020,3
2020-04-01,,,,,,0,0,0,30,30,30,0,False,,2020,4
2020-05-01,,,,,,0,0,0,31,31,31,0,False,,2020,5
2020-06-01,,,,,,0,0,0,30,30,30,0,False,,2020,6
2020-07-01,,,,,,0,0,0,31,31,31,0,False,,2020,7
2020-08-01,,,,,,0,0,0,31,31,31,0,False,,2020,8
2020-09-01,,,,,,0,0,0,30,30,30,0,False,,2020,9
2020-10-01,,,,,,0,0,0,31,31,31,0,False,,2020,10
2020-11-01,,,,,,0,0,0,30,30,30,0,False,,2020,11
2020-12-01,12.331218070255735,17.490322580645163,6.696774193548387,,114.3,31,24,31,31,0,0,7,True,10.793548387096777,2020,12
2021-01-01,11.030631839472106,15.916129032258064,5.670967741935484,70.17037037037036,148.3,31,27,30,31,0,0,4,True,10.245161290322581,2021,1
2021-02-01,,,,,,0,0,0,28,28,28,0,False,,2021,2
2021-03-01,10.576628208421656,15.116129032258065,5.858064516129032,73.46551724137932,139.7,31,29,31,31,0,0,2,True,9.258064516129034,2021,3
2021-04-01,10.396741045793977,15.639999999999999,4.096666666666667,63.38965517241379,39.199999999999996,30,29,30,30,0,0,1,True,11.543333333333333,2021,4
2021-05-01,9.619354838709677,15.432258064516128,2.096774193548387,54.88387096774194,23.0,31,31,31,31,0,0,0,True,13.335483870967742,2021,5
2021-06-01,9.010344827586207,15.72,0.5793103448275863,49.279310344827586,0.0,29,29,30,30,1,1,0,True,15.140689655172414,2021,6
2021-07-01,9.058064516129033,15.703225806451613,0.8064516129032258,51.42258064516129,0.1,31,31,31,31,0,0,0,True,14.896774193548387,2021,7
2021-08-01,9.509677419354839,16.593548387096774,1.4387096774193548,54.593548387096774,5.1,31,31,31,31,0,0,0,True,15.154838709677419,2021,8
2021-09-01,11.025268933157156,17.36,4.42,60.6448275862069,29.5,30,29,30,30,0,0,1,True,12.94,2021,9
2021-10-01,12.68701185885695,18.65806451612903,4.941935483870967,55.276666666666664,36.1,31,30,31,31,0,0,1,True,13.716129032258063,2021,10
2021-11-01,13.002399087010826,18.4,6.026666666666667,59.19642857142857,21.2,30,28,30,30,0,0,2,True,12.373333333333331,2021,11
2021-12-01,11.499294985831433,16.296774193548387,6.213333333333334,,129.2,30,23,31,31,1,1,7,True,10.083440860215052,2021,12
2022-01-01,11.385806122209642,15.851612903225806,5.967741935483871,70.30384615384615,211.0,31,26,31,31,0,0,5,True,9.883870967741935,2022,1
2022-02-01,10.99134524975355,15.62857142857143,6.0928571428571425,69.84,95.10000000000001,28,25,28,28,0,0,3,True,9.535714285714288,2022,2
2022-03-01,11.01003809092243,15.774193548387096,6.309677419354839,68.78333333333333,117.8,31,30,30,31,0,0,1,True,9.464516129032258,2022,3
2022-04-01,,,,,,0,0,0,30,30,30,0,False,,2022,4
2022-05-01,,,,,,0,0,0,31,31,31,0,False,,2022,5
2022-06-01,,,,,,0,0,0,30,30,30,0,False,,2022,6
2022-07-01,,,,,,24,23,24,31,7,7,1,False,,2022,7
2022-08-01,9.758064516129032,16.625806451612902,1.3741935483870968,62.96774193548387,6.4,31,31,31,31,0,0,0,True,15.251612903225805,2022,8
2022-09-01,11.103333333333333,18.06,2.2199999999999998,64.56333333333333,0.0,30,30,29,30,0,0,0,True,15.84,2022,9
2022-10-01,,,,,,0,0,0,31,31,31,0,False,,2022,10
2022-11-01,,,,,,0,0,0,30,30,30,0,False,,2022,11
2022-12-01,,,,,,0,0,0,31,31,31,0,False,,2022,12
2023-01-01,,,,,,0,0,0,31,31,31,0,False,,2023,1
2023-02-01,,,,,,0,0,0,28,28,28,0,False,,2023,2
2023-03-01,,,,,,0,0,0,31,31,31,0,False,,2023,3
2023-04-01,,,,,,0,0,0,30,30,30,0,False,,2023,4
2023-05-01,,,,,,0,0,0,31,31,31,0,False,,2023,5
2023-06-01,,,,,,0,0,0,30,30,30,0,False,,2023,6
2023-07-01,,,,,,0,0,0,31,31,31,0,False,,2023,7
2023-08-01,10.24860226649049,17.574193548387097,0.7533333333333334,47.282758620689656,5.1000000000000005,30,29,31,31,1,1,1,True,16.820860215053763,2023,8
2023-09-01,12.646666666666667,19.42,3.3733333333333335,51.11,0.0,30,30,30,30,0,0,0,True,16.046666666666667,2023,9
2023-10-01,14.212005564958707,20.951612903225808,5.9766666666666675,,33.8,30,22,31,31,1,1,8,True,14.974946236559141,2023,10
2023-11-01,14.213254425928701,20.74827586206897,6.521428571428571,,85.2,28,14,30,30,2,1,14,True,14.226847290640396,2023,11
2023-12-01,13.612653238760059,19.261290322580646,7.377419354838709,,96.0,31,20,31,31,0,0,11,True,11.883870967741936,2023,12
2024-01-01,,,,,,0,0,0,31,31,31,0,False,,2024,1
2024-02-01,,,,,,0,0,0,29,29,29,0,False,,2024,2
2024-03-01,12.190955956884405,17.1,7.38,78.92962962962963,110.0,30,27,31,31,1,1,3,True,9.720000000000002,2024,3
2024-04-01,12.723851548725197,18.490000000000002,6.2,76.34074074074073,34.0,30,27,30,30,0,0,3,True,12.290000000000003,2024,4
2024-05-01,11.577084757236756,18.43548387096774,3.68,63.46551724137931,11.2,30,29,31,31,1,1,1,True,14.75548387096774,2024,5
2024-06-01,9.45,17.256666666666668,0.8933333333333333,56.690000000000005,0.0,30,30,30,30,0,0,0,True,16.363333333333333,2024,6
2024-07-01,9.419354838709678,17.75483870967742,0.13548387096774195,54.91290322580645,0.0,31,31,31,31,0,0,0,True,17.619354838709675,2024,7
2024-08-01,10.922580645161291,18.80322580645161,1.3161290322580643,61.619354838709675,0.0,31,31,31,31,0,0,0,True,17.487096774193546,2024,8
2024-09-01,12.912334039471462,19.66,4.47,69.93333333333334,20.0,30,27,30,30,0,0,3,True,15.190000000000001,2024,9
2024-10-01,13.298577368067058,19.61935483870968,5.125806451612903,59.784,20.9,31,25,31,31,0,0,6,True,14.493548387096777,2024,10
2024-11-01,13.774716522945845,19.459999999999997,6.973333333333333,,91.5,30,23,30,30,0,0,7,True,12.486666666666665,2024,11
2024-12-01,14.060437853492836,20.09032258064516,7.061290322580645,,36.1,31,20,31,31,0,0,11,True,13.029032258064515,2024,12
